log_price,car_age,km_per_year,motor_clean,marca,state_clean,câmbio,combustível,bancos_de_couro,teto_solar,tracao_4x4,blindado,unico_dono
10.91328684226798,6.0,11666.666666666666,1.0,Chevrolet,SP,Manual,Flex,False,False,False,False,True
11.277215789596893,2.0,39750.0,1.4,Fiat,SP,Manual,Flex,False,False,False,False,False
12.733758336210744,1.0,32000.0,2.0,Toyota,STATE_OTHER,Automático,Diesel,False,False,False,False,False
10.817796321618971,4.0,26000.0,,Ford,MG,Manual,Flex,False,False,False,False,False
11.782196591288216,3.0,6000.0,1.5,Ford,RJ,,Gasolina,True,True,False,False,True
11.35030064751358,0.5,0.0,1.0,Chevrolet,STATE_OTHER,Manual,Flex,False,False,False,False,False
10.75579427616868,8.0,11375.0,1.2,Citroen,SP,Manual,Flex,False,False,False,False,False
11.050905878263567,11.0,10272.727272727272,2.0,Honda,DF,Automático,Flex,True,False,False,False,False
11.511934974596555,1.0,43300.0,1.6,Nissan,RJ,Automático,Flex,False,False,False,False,False
10.734242182303689,10.0,4654.1,1.5,Citroen,RS,Manual,Flex,False,False,False,False,True
11.694421681264394,1.0,24207.0,1.0,Volkswagen,MG,Automático,Flex,True,False,False,False,False
11.25014411353406,3.0,35094.333333333336,1.6,Volkswagen,SP,Automático,Flex,False,False,False,False,False
12.55638086482189,1.0,57000.0,3.0,Ford,RS,Automático,Diesel,True,False,True,False,False
10.594156665220533,11.0,8909.09090909091,1.0,Volkswagen,MG,Manual,Flex,False,False,False,False,False
11.49171204297103,1.0,12000.0,1.0,Chevrolet,MG,Automático,Flex,False,False,False,False,False
11.033291613631048,11.0,7000.0,2.0,Honda,RJ,Automático,Flex,True,False,False,False,True
10.91328684226798,10.0,10200.0,1.6,Renault,MG,Manual,Flex,True,False,False,False,False
11.349241150793087,10.0,9589.0,2.0,Audi,MG,Automático,Gasolina,True,True,True,False,True
10.33854382482173,13.0,8547.076923076924,1.0,Chevrolet,RJ,Manual,Flex,False,False,False,False,False
11.293412813952333,0.5,88878.0,1.0,Hyundai,SP,Manual,Flex,False,False,False,False,False
9.674137279312397,18.0,6666.666666666667,1.0,Fiat,RJ,Manual,Flex,False,False,False,False,False
10.239638308916676,16.0,8437.5,1.0,Volkswagen,SP,Manual,Flex,False,False,False,False,False
11.998439434579149,1.0,62059.0,2.0,Chevrolet,STATE_OTHER,Manual,Diesel,False,False,True,False,True
10.85516473308054,8.0,8641.0,1.6,Ford,RJ,Manual,Flex,False,False,False,False,True
10.894904309600681,7.0,13571.42857142857,1.0,Chevrolet,SP,Manual,Flex,False,False,False,False,False
11.288543647320601,13.0,10769.23076923077,2.0,Honda,MG,Automático,Gasolina,True,True,False,False,False
11.759011806144656,7.0,12000.0,1.6,Mercedes-benz,MG,Automático,Flex,True,False,False,False,False
10.308985993422082,13.0,9769.23076923077,1.0,Fiat,STATE_OTHER,Manual,Flex,False,False,False,False,False
11.849404844423074,1.0,16050.0,1.4,Volkswagen,DF,Automático,Flex,True,False,False,False,True
10.949068194652432,11.0,10759.90909090909,1.4,Chevrolet,SP,Automático,Flex,False,False,False,False,False
11.493650898225532,1.0,43999.0,1.0,Chevrolet,SP,Automático,Flex,True,False,False,False,False
11.501874628783144,6.0,14555.833333333334,2.0,Hyundai,MG,Automático,Flex,True,False,False,False,False
11.15612194133691,2.0,4671.0,1.0,Peugeot,SP,Manual,Flex,False,False,False,False,False
11.694421681264394,10.0,10500.0,2.0,Volkswagen,SP,Automático,Gasolina,True,False,False,False,False
11.3373928113354,5.0,13760.0,1.5,Ford,SP,Automático,Flex,False,False,False,False,False
11.127277689932466,5.0,9200.0,1.6,Volkswagen,RJ,,Flex,False,False,False,False,False
10.712215345197256,9.0,13693.0,1.8,Fiat,SP,Manual,Flex,False,False,False,False,False
12.043500773454495,2.0,26500.0,1.3,Jeep,PA,Automático,Flex,True,False,False,False,False
12.180759965737863,2.0,21888.0,2.0,Mitsubishi,BA,Automático,Diesel,True,False,False,False,True
11.325402403776808,1.0,50000.0,1.0,Chevrolet,MG,Automático,Flex,False,False,False,False,False
10.125870814903928,21.0,9428.57142857143,1.8,Chevrolet,SP,Manual,Flex,False,False,False,False,False
11.000448478455008,8.0,9550.0,1.6,Hyundai,MG,Automático,Flex,False,False,False,False,False
11.15612194133691,10.0,12900.0,1.5,Honda,SP,Automático,Flex,False,False,False,False,False
11.360950749348124,6.0,18077.833333333332,2.0,Jeep,MG,Automático,Diesel,False,False,False,False,False
11.110969193687714,10.0,16500.0,1.6,Volkswagen,SC,Manual,Flex,False,False,False,False,False
11.349241150793087,7.0,16700.0,1.4,Chevrolet,SP,Automático,Flex,True,False,False,False,False
7.4377951216719325,3.0,21666.666666666668,1.6,Hyundai,SP,Automático,Flex,True,False,False,False,False
11.325402403776808,5.0,20600.0,1.0,Volkswagen,SP,Automático,Flex,False,False,False,False,False
11.748005492256807,4.0,18750.0,2.0,Honda,SP,Automático,Flex,True,False,False,False,True
10.797553125151618,8.0,17500.0,1.0,Hyundai,SP,Manual,Flex,False,False,False,False,True
11.226455990357765,0.5,103286.0,1.0,Volkswagen,RJ,Manual,Flex,False,False,False,False,False
11.293412813952333,0.5,88878.0,1.0,Hyundai,SP,Manual,Flex,False,False,False,False,False
11.25014411353406,3.0,35094.333333333336,1.6,Volkswagen,SP,Automático,Flex,False,False,False,False,False
11.293412813952333,0.5,88878.0,1.0,Hyundai,SP,Manual,Flex,False,False,False,False,False
11.226455990357765,0.5,103286.0,1.0,Volkswagen,RJ,Manual,Flex,False,False,False,False,False
11.710964518881163,0.5,64000.0,1.0,Fiat,MG,Automático,Flex,True,False,False,False,False
11.634266607494453,5.0,18200.0,2.0,Fiat,MG,Automático,Diesel,False,False,True,False,False
11.767497913468087,2.0,17000.0,1.3,Fiat,SP,Automático,Flex,True,False,False,False,False
10.747229096720554,8.0,9625.0,1.0,Volkswagen,SP,Manual,Flex,False,False,False,False,False
11.588969419043872,2.0,33100.0,1.2,Chevrolet,RS,Automático,Flex,True,True,False,False,False
10.768506042432708,10.0,12200.0,1.4,Chevrolet,SP,Manual,Flex,False,False,False,False,False
10.933124826700707,3.0,35190.333333333336,1.0,Renault,SP,Manual,Flex,False,False,False,False,False
10.714217748749789,11.0,13836.363636363636,1.8,Nissan,SP,Automático,Flex,True,False,False,False,False
12.254391269970792,1.0,25000.0,2.0,Toyota,RJ,Automático,Flex,True,False,False,True,True
12.287196307223885,1.0,38000.0,1.5,BRAND_OTHER,RS,Automático,Elétrico,True,True,False,False,False
12.216027926866138,1.0,24000.0,2.0,BRAND_OTHER,MG,Automático,Diesel,True,False,False,False,True
11.251443810887574,0.5,97224.0,1.0,Fiat,RJ,Manual,Flex,False,False,False,False,False
9.798182590890704,2.0,58742.5,1.6,BRAND_OTHER,RJ,Manual,Gasolina,False,False,False,False,False
10.594156665220533,12.0,9295.25,1.6,Chevrolet,SP,Manual,Flex,False,False,False,False,False
11.429554725537322,8.0,10250.0,1.8,Honda,MG,Automático,Flex,True,False,False,False,False
11.428467189677395,2.0,19605.5,1.5,Toyota,PR,Automático,Flex,False,False,False,False,False
13.0169828615465,10.0,2900.0,4.0,BRAND_OTHER,MG,Automático,Gasolina,True,False,False,False,False
11.251443810887574,0.5,54378.0,1.0,Hyundai,RJ,Manual,Flex,False,False,False,False,False
10.502351525774941,10.0,17800.0,1.6,Nissan,PR,Manual,Flex,False,False,False,False,False
11.512835460919986,0.5,0.0,1.0,Chevrolet,STATE_OTHER,Manual,Flex,False,False,False,False,False
10.734242182303689,9.0,10517.222222222223,1.6,Nissan,SP,Manual,Flex,False,False,False,False,False
11.60733523953139,0.5,140.0,1.0,Volkswagen,STATE_OTHER,Manual,Flex,False,False,False,False,True
12.490879338036375,2.0,32185.0,2.0,Toyota,MG,Automático,Diesel,True,False,False,False,False
11.60733523953139,5.0,14240.0,1.8,Honda,SP,Automático,Flex,False,False,False,False,False
12.301387370778713,2.0,17500.0,4.0,Ford,PR,Manual,Gasolina,False,False,False,False,True
11.744045122410057,1.0,18000.0,1.5,Honda,RS,Automático,Flex,True,False,False,False,True
11.156264806643742,4.0,41500.0,2.0,Honda,RJ,Automático,Flex,True,False,False,False,True
11.237185138527495,10.0,12500.0,1.8,Chevrolet,SP,Automático,Flex,True,False,False,False,False
11.643084929027989,2.0,22987.5,1.0,Fiat,SP,Automático,Flex,True,False,False,False,False
11.183045451818261,1.0,41741.0,1.0,Hyundai,SP,Manual,Flex,False,False,False,False,False
10.894904309600681,5.0,18000.0,1.0,Chevrolet,SP,Manual,Flex,False,False,False,False,True
10.643064971973882,12.0,10833.333333333334,1.6,Hyundai,SP,Automático,Flex,False,False,False,False,True
10.568775236216993,10.0,9400.0,1.0,Ford,SP,Manual,Flex,False,False,False,False,False
11.407576060361786,0.5,54000.0,1.0,Volkswagen,STATE_OTHER,Automático,Flex,False,False,False,False,False
10.158168529848494,14.0,7214.285714285715,1.0,Chevrolet,PE,Manual,Flex,False,False,False,False,False
10.857093336791094,3.0,25666.666666666668,1.0,Renault,SP,Manual,Flex,False,False,False,False,False
11.439289689006644,4.0,12875.0,1.6,Hyundai,SP,Automático,Flex,False,False,False,False,True
12.013100572810686,1.0,51207.0,1.5,Honda,SP,Automático,Flex,True,False,False,False,True
12.498372788261829,1.0,18500.0,2.0,Bmw,MG,Automático,Flex,True,False,False,False,True
11.211698743168176,5.0,17161.2,1.5,Ford,CE,Automático,Flex,True,False,False,False,False
11.080618310893968,13.0,12000.0,2.0,Toyota,PR,Automático,Flex,True,False,False,False,False
11.002116507732017,16.0,11500.0,2.0,Mitsubishi,SP,Manual,Diesel,False,False,True,False,True
10.542732775946709,12.0,8333.333333333334,1.6,Ford,SP,Manual,Flex,False,False,False,False,True
